Invoice ID,Date,Quarter,Month_Name,Is_Weekend,Time,Shopping_Period,Store_Name,Branch,Store_Size,City,Customer type,Membership_Level,Gender,Age_Group,Product line,Eco_Premium,Unit price,Quantity,Tax 5%,Sales,Payment,cogs,gross margin percentage,gross income,Rating,Is_Holiday_Season,Is_Promotion
649-29-6775,2025-02-08,Q1,二月,True,15:31:00,下午,全聯一中店,全聯,中型,台中市,Member,一般會員,Female,65+,時尚配件,False,1005.6,1,50.28,1055.88,現金,1005.6,4.761904762,50.28,6.7,False,True
189-17-4241,2025-03-10,Q1,三月,False,12:17:00,午餐,全聯板橋店,全聯,中型,桃園市,Member,一般會員,Female,36-45,時尚配件,False,2630.1,2,263.01,5523.21,信用卡,5260.2,4.761904762,263.01,7.7,False,True
145-94-9061,2025-01-25,Q1,一月,True,19:48:00,晚餐,好市多中和店,好市多,大型,新北市,Member,金卡會員,Female,26-35,食品飲料,False,2987.45,5,746.86,15684.12,現金,14937.26,4.761904762,746.86,9.6,True,True
848-62-7243,2025-03-15,Q1,三月,True,15:36:00,下午,全聯永和店,全聯,中型,新北市,Member,銀卡會員,Female,26-35,美妝保養,True,746.7,9,336.01,7056.31,現金,6720.3,4.761904762,336.01,7.4,False,True
871-79-8483,2025-02-25,Q1,二月,False,19:39:00,晚餐,愛買水湳店,愛買,大型,台北市,Member,一般會員,Female,18-25,時尚配件,False,2573.7,5,643.43,13511.94,信用卡,12868.51,4.761904762,643.43,4.8,False,False
149-71-6266,2025-01-28,Q1,一月,False,12:43:00,午餐,楓康豐原店,楓康,中型,台北市,Member,一般會員,Female,36-45,運動休閒,False,2248.42,9,1011.79,21247.53,現金,20235.74,4.761904762,1011.79,4.5,True,True
640-49-2076,2025-01-10,Q1,一月,False,14:49:00,下午,愛買復興店,愛買,大型,台北市,Member,一般會員,Female,36-45,運動休閒,False,2290.71,8,916.29,19241.99,現金,18325.7,4.761904762,916.29,5.1,True,True
595-11-5460,2025-03-15,Q1,三月,True,10:12:00,早晨,愛買楊梅店,愛買,大型,桃園市,Normal,非會員,Female,46-55,美妝保養,True,2640.69,2,264.07,5545.45,信用卡,5281.38,4.761904762,264.07,5.1,False,True
183-56-6882,2025-02-06,Q1,二月,False,10:42:00,早晨,好市多中和店,好市多,大型,台北市,Member,金卡會員,Female,36-45,食品飲料,False,3361.39,4,672.28,14117.84,電子支付,13445.56,4.761904762,672.28,7.5,False,False
232-16-2483,2025-01-07,Q1,一月,False,12:28:00,午餐,楓康松山店,楓康,中型,台中市,Normal,非會員,Female,18-25,運動休閒,False,1961.86,1,98.09,2059.95,電子支付,1961.86,4.761904762,98.09,6.8,True,False
129-29-8530,2025-03-10,Q1,三月,False,19:15:00,晚餐,好市多岡山店,好市多,大型,台北市,Member,金卡會員,Female,36-45,運動休閒,False,2117.18,5,529.3,11115.21,電子支付,10585.91,4.761904762,529.3,7.0,False,True
272-65-1806,2025-01-15,Q1,一月,False,17:17:00,晚餐,家樂福台中店,家樂福,大型,高雄市,Member,一般會員,Female,36-45,3C配件,False,1825.67,9,821.55,17252.58,電子支付,16431.02,4.761904762,821.55,4.7,True,True
333-73-7901,2025-03-23,Q1,三月,True,13:24:00,午餐,美廉社信義店,美廉社,小型,桃園市,Normal,非會員,Female,56-65,美妝保養,True,1522.38,8,608.95,12788.01,電子支付,12179.06,4.761904762,608.95,7.6,False,False
777-82-7220,2025-03-03,Q1,三月,False,13:01:00,午餐,大潤發板橋店,大潤發,大型,台北市,Member,一般會員,Female,65+,居家生活,True,841.25,8,336.5,7066.51,現金,6730.01,4.761904762,336.5,7.7,False,False
280-35-5823,2025-01-17,Q1,一月,False,18:45:00,晚餐,家樂福汐止店,家樂福,大型,高雄市,Member,一般會員,Female,46-55,居家生活,True,2600.56,1,130.03,2730.59,電子支付,2600.56,4.761904762,130.03,7.9,True,False
554-53-8700,2025-02-02,Q1,二月,True,10:11:00,早晨,全聯板橋店,全聯,中型,台北市,Normal,非會員,Female,46-55,居家生活,True,1683.3,2,168.33,3534.93,現金,3366.6,4.761904762,168.33,6.3,True,True
354-25-5821,2025-02-08,Q1,二月,True,13:03:00,午餐,全聯一中店,全聯,中型,桃園市,Member,一般會員,Female,56-65,運動休閒,False,2073.6,6,622.08,13063.68,現金,12441.6,4.761904762,622.08,5.6,False,True
228-96-1411,2025-03-04,Q1,三月,False,20:39:00,夜間,美廉社大安店,美廉社,小型,台北市,Normal,非會員,Female,18-25,食品飲料,False,2735.96,8,1094.39,22982.1,現金,21887.71,4.761904762,1094.39,7.6,False,False
617-15-4209,2025-03-16,Q1,三月,True,19:47:00,晚餐,好市多內湖店,好市多,大型,台中市,Member,金卡會員,Female,46-55,美妝保養,True,519.66,2,51.97,1091.29,現金,1039.32,4.761904762,51.97,7.2,False,False
132-32-9879,2025-03-09,Q1,三月,True,18:00:00,晚餐,好市多台中店,好市多,大型,台北市,Member,金卡會員,Female,26-35,3C配件,False,3176.79,4,635.36,13342.51,電子支付,12707.15,4.761904762,635.36,9.5,False,False
370-41-7321,2025-02-27,Q1,二月,False,17:24:00,晚餐,全聯信義店,全聯,中型,台中市,Member,一般會員,Female,56-65,美妝保養,True,1700.7,9,765.32,16071.61,信用卡,15306.3,4.761904762,765.32,8.4,False,False
727-46-3608,2025-02-06,Q1,二月,False,15:47:00,下午,家樂福汐止店,家樂福,大型,台中市,Member,一般會員,Female,56-65,食品飲料,False,600.06,9,270.03,5670.57,電子支付,5400.54,4.761904762,270.03,4.1,False,False
669-54-1719,2025-02-10,Q1,二月,False,12:45:00,午餐,家樂福汐止店,家樂福,大型,高雄市,Normal,非會員,Female,26-35,3C配件,False,567.67,6,170.3,3576.34,信用卡,3406.04,4.761904762,170.3,8.1,False,False
574-22-5561,2025-03-19,Q1,三月,False,17:08:00,晚餐,好市多汐止店,好市多,大型,台中市,Member,VIP會員,Female,26-35,時尚配件,False,2793.72,10,1396.86,29334.06,電子支付,27937.2,4.761904762,1396.86,7.9,False,False
326-78-5178,2025-02-03,Q1,二月,False,10:19:00,早晨,大潤發景平店,大潤發,大型,台北市,Member,一般會員,Female,36-45,食品飲料,False,2552.8,7,893.48,18763.09,現金,17869.61,4.761904762,893.48,9.5,True,True
162-48-8011,2025-02-10,Q1,二月,False,15:10:00,下午,好市多岡山店,好市多,大型,台中市,Member,金卡會員,Female,36-45,食品飲料,False,1507.59,5,376.9,7914.84,現金,7537.94,4.761904762,376.9,8.5,False,False
616-24-2851,2025-03-22,Q1,三月,True,14:42:00,下午,好市多高雄店,好市多,大型,桃園市,Member,VIP會員,Female,46-55,時尚配件,False,604.18,4,120.84,2537.58,電子支付,2416.74,4.761904762,120.84,6.5,False,False
778-71-5554,2025-01-25,Q1,一月,True,15:46:00,下午,好市多桃園店,好市多,大型,台北市,Member,金卡會員,Female,18-25,時尚配件,False,521.69,1,26.08,547.77,信用卡,521.69,4.761904762,26.08,6.1,True,True
242-55-6721,2025-03-07,Q1,三月,False,11:49:00,午餐,好市多高雄店,好市多,大型,台北市,Member,金卡會員,Female,18-25,居家生活,True,546.37,2,54.64,1147.38,電子支付,1092.74,4.761904762,54.64,6.5,False,False
399-46-5918,2025-02-28,Q1,二月,False,19:01:00,晚餐,全聯桃園店,全聯,中型,台南市,Member,銀卡會員,Female,46-55,3C配件,False,2579.4,8,1031.76,21666.96,現金,20635.2,4.761904762,1031.76,8.2,True,True
106-35-6779,2025-03-27,Q1,三月,False,11:26:00,午餐,楓康板橋店,楓康,中型,新北市,Member,一般會員,Female,36-45,居家生活,True,1276.99,2,127.7,2681.68,現金,2553.98,4.761904762,127.7,5.8,False,False
635-40-6220,2025-02-07,Q1,二月,False,11:28:00,午餐,家樂福板橋店,家樂福,大型,新北市,Normal,非會員,Female,36-45,美妝保養,True,2686.92,8,1074.77,22570.17,電子支付,21495.4,4.761904762,1074.77,6.6,False,False
817-48-8732,2025-01-20,Q1,一月,False,15:55:00,下午,全聯中山店,全聯,中型,台南市,Member,一般會員,Female,46-55,居家生活,True,2170.5,10,1085.25,22790.25,現金,21705.0,4.761904762,1085.25,5.4,True,True
120-06-4233,2025-03-12,Q1,三月,False,20:36:00,夜間,全聯永和店,全聯,中型,桃園市,Member,一般會員,Female,65+,3C配件,False,918.3,6,275.49,5785.29,現金,5509.8,4.761904762,275.49,9.3,False,False
285-68-5083,2025-02-15,Q1,二月,True,17:47:00,晚餐,好市多台中店,好市多,大型,桃園市,Member,金卡會員,Female,36-45,運動休閒,False,836.46,3,125.47,2634.85,信用卡,2509.38,4.761904762,125.47,10.0,False,False
803-83-5989,2025-02-24,Q1,二月,False,10:55:00,早晨,好市多內湖店,好市多,大型,桃園市,Member,金卡會員,Female,26-35,居家生活,True,1884.23,6,565.27,11870.66,電子支付,11305.39,4.761904762,565.27,7.0,False,False
347-34-2234,2025-02-03,Q1,二月,False,13:40:00,午餐,大潤發安和店,大潤發,大型,新北市,Member,銀卡會員,Female,18-25,運動休閒,False,1538.11,9,692.15,14535.09,電子支付,13842.95,4.761904762,692.15,10.0,True,True
199-75-8169,2025-03-06,Q1,三月,False,12:27:00,午餐,家樂福桂林店,家樂福,大型,高雄市,Member,一般會員,Female,65+,運動休閒,False,474.11,10,237.06,4978.16,信用卡,4741.1,4.761904762,237.06,8.6,False,False
853-23-2453,2025-02-14,Q1,二月,False,14:35:00,下午,大潤發桃園店,大潤發,大型,台北市,Member,一般會員,Female,36-45,美妝保養,True,2115.42,4,423.08,8884.76,現金,8461.67,4.761904762,423.08,7.6,False,True
877-22-3308,2025-03-13,Q1,三月,False,16:40:00,下午,全聯永和店,全聯,中型,高雄市,Member,銀卡會員,Female,26-35,美妝保養,True,476.1,10,238.05,4999.05,現金,4761.0,4.761904762,238.05,5.8,False,True
838-78-4295,2025-02-10,Q1,二月,False,15:43:00,下午,家樂福汐止店,家樂福,大型,高雄市,Member,銀卡會員,Female,46-55,美妝保養,True,1003.7,2,100.37,2107.77,電子支付,2007.4,4.761904762,100.37,6.7,False,False
109-28-2512,2025-01-07,Q1,一月,False,15:01:00,下午,大潤發中和店,大潤發,大型,新北市,Member,一般會員,Female,18-25,時尚配件,False,2726.25,6,817.87,17175.36,電子支付,16357.48,4.761904762,817.87,9.9,True,True
232-11-3025,2025-01-24,Q1,一月,False,10:04:00,早晨,美廉社台中店,美廉社,小型,台北市,Member,一般會員,Female,46-55,運動休閒,False,2183.5,10,1091.75,22926.8,現金,21835.04,4.761904762,1091.75,6.4,True,True
382-03-4532,2025-02-02,Q1,二月,True,18:50:00,晚餐,楓康北投店,楓康,中型,台中市,Normal,非會員,Female,26-35,美妝保養,True,527.9,1,26.4,554.3,現金,527.9,4.761904762,26.4,4.3,True,True
393-65-2792,2025-01-06,Q1,一月,False,12:46:00,午餐,好市多台中店,好市多,大型,新北市,Member,金卡會員,Female,26-35,食品飲料,False,3025.32,10,1512.66,31765.85,信用卡,30253.19,4.761904762,1512.66,9.6,True,False
796-12-2025,2025-02-11,Q1,二月,False,16:19:00,下午,全聯一中店,全聯,中型,台中市,Member,一般會員,Female,18-25,時尚配件,False,1863.6,10,931.8,19567.8,現金,18636.0,4.761904762,931.8,5.9,False,True
510-95-6347,2025-03-05,Q1,三月,False,18:17:00,晚餐,全聯中壢店,全聯,中型,台中市,Member,一般會員,Female,18-25,食品飲料,False,1455.6,3,218.34,4585.14,電子支付,4366.8,4.761904762,218.34,4.0,False,False
841-35-6630,2025-03-09,Q1,三月,True,18:21:00,晚餐,美廉社信義店,美廉社,小型,新北市,Normal,非會員,Female,36-45,3C配件,False,2104.23,6,631.27,13256.62,現金,12625.35,4.761904762,631.27,8.7,False,False
287-21-9091,2025-01-22,Q1,一月,False,10:55:00,早晨,家樂福桂林店,家樂福,大型,新北市,Normal,非會員,Female,36-45,居家生活,True,2239.2,9,1007.64,21160.48,電子支付,20152.84,4.761904762,1007.64,9.4,True,True
732-94-0499,2025-01-13,Q1,一月,False,17:04:00,晚餐,全聯新莊店,全聯,中型,台中市,Member,銀卡會員,Female,36-45,3C配件,False,1249.5,10,624.75,13119.75,信用卡,12495.0,4.761904762,624.75,5.4,True,True
263-10-3913,2025-01-09,Q1,一月,False,14:20:00,下午,楓康豐原店,楓康,中型,新北市,Normal,非會員,Female,46-55,時尚配件,False,1412.35,9,635.56,13346.73,信用卡,12711.17,4.761904762,635.56,8.6,True,True
381-20-0914,2025-01-12,Q1,一月,True,15:48:00,下午,美廉社中正店,美廉社,小型,高雄市,Member,一般會員,Female,36-45,時尚配件,False,554.68,9,249.6,5241.7,信用卡,4992.09,4.761904762,249.6,5.7,True,True
829-49-1914,2025-03-05,Q1,三月,False,16:24:00,下午,楓康內湖店,楓康,中型,台中市,Member,一般會員,Female,36-45,食品飲料,False,2255.33,10,1127.66,23680.94,電子支付,22553.28,4.761904762,1127.66,6.6,False,True
756-01-7507,2025-01-22,Q1,一月,False,18:56:00,晚餐,美廉社台中店,美廉社,小型,台中市,Normal,非會員,Female,56-65,美妝保養,True,564.93,5,141.23,2965.9,現金,2824.67,4.761904762,141.23,6.0,True,True
870-72-4431,2025-01-21,Q1,一月,False,14:42:00,下午,家樂福高雄店,家樂福,大型,台北市,Member,一般會員,Female,46-55,美妝保養,True,2974.51,6,892.35,18739.41,信用卡,17847.06,4.761904762,892.35,5.5,True,False
847-38-7188,2025-01-26,Q1,一月,True,19:56:00,晚餐,全聯板橋店,全聯,中型,桃園市,Normal,非會員,Female,26-35,食品飲料,False,2900.4,3,435.06,9136.26,電子支付,8701.2,4.761904762,435.06,6.4,True,True
480-63-2856,2025-01-23,Q1,一月,False,18:37:00,晚餐,全聯中和店,全聯,中型,台南市,Member,銀卡會員,Female,46-55,食品飲料,False,577.5,8,231.0,4851.0,電子支付,4620.0,4.761904762,231.0,6.6,True,True
787-56-0757,2025-02-23,Q1,二月,True,18:45:00,晚餐,好市多中和店,好市多,大型,高雄市,Member,金卡會員,Female,26-35,食品飲料,False,2716.97,4,543.39,11411.28,信用卡,10867.89,4.761904762,543.39,8.3,False,False
360-39-5055,2025-03-09,Q1,三月,True,10:17:00,早晨,好市多台中店,好市多,大型,桃園市,Member,金卡會員,Female,46-55,運動休閒,False,1653.65,5,413.41,8681.65,現金,8268.24,4.761904762,413.41,6.6,False,False
730-50-9884,2025-03-05,Q1,三月,False,14:31:00,下午,全聯桃園店,全聯,中型,新北市,Normal,非會員,Female,18-25,運動休閒,False,2491.8,7,872.13,18314.73,電子支付,17442.6,4.761904762,872.13,4.0,False,True
362-58-8315,2025-03-25,Q1,三月,False,10:23:00,早晨,好市多新莊店,好市多,大型,台北市,Member,VIP會員,Female,36-45,時尚配件,False,2587.14,5,646.79,13582.49,現金,12935.71,4.761904762,646.79,9.9,False,False
633-44-8566,2025-03-27,Q1,三月,False,20:35:00,夜間,好市多高雄店,好市多,大型,高雄市,Member,VIP會員,Female,36-45,食品飲料,False,1669.54,7,584.34,12271.1,信用卡,11686.76,4.761904762,584.34,7.3,False,False
504-35-8843,2025-01-02,Q1,一月,False,16:57:00,下午,好市多中和店,好市多,大型,高雄市,Member,金卡會員,Female,46-55,運動休閒,False,1435.91,1,71.8,1507.71,現金,1435.91,4.761904762,71.8,5.7,True,False
318-68-5053,2025-02-27,Q1,二月,False,17:55:00,晚餐,好市多中和店,好市多,大型,新北市,Member,金卡會員,Female,46-55,美妝保養,True,2603.03,6,780.91,16399.1,電子支付,15618.19,4.761904762,780.91,6.1,False,False
565-80-5980,2025-01-23,Q1,一月,False,10:25:00,早晨,家樂福台中店,家樂福,大型,新北市,Member,一般會員,Female,36-45,居家生活,True,1420.83,4,284.17,5967.49,現金,5683.33,4.761904762,284.17,7.1,True,True
225-32-0908,2025-01-26,Q1,一月,True,19:54:00,晚餐,愛買楊梅店,愛買,大型,台中市,Member,一般會員,Female,36-45,運動休閒,False,1226.56,10,613.28,12878.9,電子支付,12265.62,4.761904762,613.28,8.2,True,False
873-51-0671,2025-01-10,Q1,一月,False,16:42:00,下午,家樂福重慶店,家樂福,大型,新北市,Normal,非會員,Female,18-25,運動休閒,False,659.14,7,230.7,4844.65,電子支付,4613.95,4.761904762,230.7,5.1,True,False
152-08-9985,2025-03-12,Q1,三月,False,12:09:00,午餐,好市多台中店,好市多,大型,桃園市,Member,VIP會員,Female,36-45,美妝保養,True,2176.01,9,979.21,20563.31,信用卡,19584.1,4.761904762,979.21,8.6,False,False
512-91-0811,2025-02-06,Q1,二月,False,20:05:00,夜間,好市多新莊店,好市多,大型,桃園市,Member,金卡會員,Female,18-25,美妝保養,True,3034.45,1,151.72,3186.17,信用卡,3034.45,4.761904762,151.72,6.6,False,False
594-34-4444,2025-03-08,Q1,三月,True,20:38:00,夜間,好市多桃園店,好市多,大型,台北市,Member,VIP會員,Female,36-45,3C配件,False,3284.98,1,164.25,3449.23,電子支付,3284.98,4.761904762,164.25,7.2,False,False
766-85-7061,2025-03-29,Q1,三月,True,10:25:00,早晨,家樂福汐止店,家樂福,大型,台中市,Member,銀卡會員,Female,36-45,美妝保養,True,2635.05,10,1317.52,27667.98,電子支付,26350.46,4.761904762,1317.52,5.1,False,False
871-39-9221,2025-02-09,Q1,二月,True,13:11:00,午餐,家樂福重慶店,家樂福,大型,新北市,Normal,非會員,Female,26-35,3C配件,False,373.35,6,112.01,2352.11,電子支付,2240.1,4.761904762,112.01,4.1,False,True
865-92-6136,2025-03-23,Q1,三月,True,10:16:00,早晨,全聯三重店,全聯,中型,台南市,Member,金卡會員,Female,36-45,食品飲料,False,1582.5,3,237.38,4984.88,電子支付,4747.5,4.761904762,237.38,9.3,False,False
733-01-9107,2025-03-05,Q1,三月,False,18:14:00,晚餐,好市多中和店,好市多,大型,台北市,Member,VIP會員,Female,65+,居家生活,True,2796.09,6,838.83,17615.35,現金,16776.52,4.761904762,838.83,7.4,False,True
163-56-7055,2025-03-26,Q1,三月,False,19:20:00,晚餐,好市多中和店,好市多,大型,台中市,Member,VIP會員,Female,36-45,時尚配件,False,1646.89,1,82.34,1729.23,現金,1646.89,4.761904762,82.34,4.1,False,False
189-98-2939,2025-03-01,Q1,三月,True,13:22:00,午餐,大潤發安和店,大潤發,大型,台北市,Normal,非會員,Female,46-55,時尚配件,False,2193.9,9,987.26,20732.37,現金,19745.11,4.761904762,987.26,7.2,False,False
551-21-3069,2025-02-01,Q1,二月,True,11:27:00,午餐,家樂福台中店,家樂福,大型,台北市,Member,一般會員,Female,46-55,3C配件,False,691.82,9,311.32,6537.73,現金,6226.41,4.761904762,311.32,4.9,True,True
212-62-1842,2025-03-28,Q1,三月,False,16:44:00,下午,全聯新莊店,全聯,中型,新北市,Member,一般會員,Female,46-55,食品飲料,False,1747.8,6,524.34,11011.14,現金,10486.8,4.761904762,524.34,9.9,False,False
716-39-1409,2025-03-19,Q1,三月,False,18:19:00,晚餐,家樂福高雄店,家樂福,大型,台中市,Member,一般會員,Female,36-45,美妝保養,True,910.14,7,318.55,6689.5,現金,6370.95,4.761904762,318.55,8.0,False,True
704-48-3927,2025-01-12,Q1,一月,True,14:50:00,下午,大潤發台中店,大潤發,大型,台中市,Member,銀卡會員,Female,36-45,3C配件,False,2476.55,10,1238.28,26003.81,電子支付,24765.53,4.761904762,1238.28,7.3,True,True
628-34-3388,2025-01-05,Q1,一月,True,20:54:00,夜間,全聯忠孝店,全聯,中型,台中市,Member,一般會員,Female,18-25,時尚配件,False,821.4,6,246.42,5174.82,信用卡,4928.4,4.761904762,246.42,7.9,True,True
630-74-5166,2025-03-22,Q1,三月,True,20:19:00,夜間,全聯三重店,全聯,中型,台南市,Member,一般會員,Female,36-45,運動休閒,False,1863.9,6,559.17,11742.57,現金,11183.4,4.761904762,559.17,7.4,False,True
588-01-7461,2025-03-24,Q1,三月,False,10:43:00,早晨,好市多高雄店,好市多,大型,桃園市,Member,金卡會員,Female,18-25,食品飲料,False,1148.86,9,516.99,10856.76,現金,10339.77,4.761904762,516.99,4.2,False,False
861-77-0145,2025-03-03,Q1,三月,False,14:30:00,下午,好市多內湖店,好市多,大型,高雄市,Member,VIP會員,Female,36-45,3C配件,False,2771.41,10,1385.7,29099.76,現金,27714.06,4.761904762,1385.7,9.2,False,False
479-26-8945,2025-02-05,Q1,二月,False,11:32:00,午餐,好市多台中店,好市多,大型,台中市,Member,金卡會員,Female,36-45,運動休閒,False,557.53,2,55.75,1170.81,電子支付,1115.05,4.761904762,55.75,4.6,True,True
210-67-5886,2025-02-05,Q1,二月,False,10:41:00,早晨,全聯逢甲店,全聯,中型,台北市,Member,金卡會員,Female,26-35,美妝保養,True,2946.3,3,441.94,9280.84,信用卡,8838.9,4.761904762,441.94,7.8,True,True
227-78-1148,2025-02-15,Q1,二月,True,12:44:00,午餐,好市多內湖店,好市多,大型,桃園市,Member,金卡會員,Female,36-45,時尚配件,False,2462.72,7,861.95,18100.99,現金,17239.04,4.761904762,861.95,8.4,False,False
645-44-1170,2025-01-19,Q1,一月,True,20:07:00,夜間,家樂福內湖店,家樂福,大型,高雄市,Normal,非會員,Female,46-55,居家生活,True,1741.4,9,783.63,16456.26,電子支付,15672.63,4.761904762,783.63,4.3,True,True
237-01-6122,2025-02-01,Q1,二月,True,20:31:00,夜間,好市多中和店,好市多,大型,台中市,Member,VIP會員,Female,36-45,居家生活,True,2731.51,9,1229.18,25812.77,信用卡,24583.59,4.761904762,1229.18,9.5,True,False
